Term,M_univ,K_term,n_sel,x_overlap,expected,p,FDR
Mucin type O-glycan biosynthesis,19269,29,99,1,0.1489957963568426,0.13885190613485798,0.9089919708507254
Nicotinate and nicotinamide metabolism,19269,29,99,1,0.1489957963568426,0.13885190613485798,0.9089919708507254
Ubiquitin mediated proteolysis,19269,128,99,2,0.6576366184026157,0.14052172655399328,0.9089919708507254
Insulin signaling pathway,19269,130,99,2,0.6679121905651564,0.1440429516042007,0.9089919708507254
JAK-STAT signaling pathway,19269,132,99,2,0.6781877627276973,0.1475828261372216,0.9089919708507254
Apelin signaling pathway,19269,133,99,2,0.6833255488089678,0.1493595249312331,0.9089919708507254
RNA transport,19269,136,99,2,0.6987389070527791,0.15471557312767945,0.9089919708507254
Graft-versus-host disease,19269,33,99,1,0.16954694068192433,0.15644118846160435,0.9089919708507254
Other types of O-glycan biosynthesis,19269,33,99,1,0.16954694068192433,0.15644118846160435,0.9089919708507254
Tyrosine metabolism,19269,33,99,1,0.16954694068192433,0.15644118846160435,0.9089919708507254
Signaling pathways regulating pluripotency of stem cells,19269,137,99,2,0.7038766931340495,0.15650927382549853,0.9089919708507254
Allograft rejection,19269,34,99,1,0.17468472676319477,0.16078264834631548,0.9089919708507254
Hepatitis B,19269,140,99,2,0.7192900513778608,0.16191419480778546,0.9089919708507254
Non-alcoholic fatty liver disease,19269,144,99,2,0.7398411957029425,0.16917311974253488,0.9162158497741507
Breast cancer,19269,145,99,2,0.744978981784213,0.17099663916193258,0.9162158497741507
Autoimmune thyroid disease,19269,37,99,1,0.19009808500700606,0.17367475836586582,0.9162158497741507
Gastric cancer,19269,147,99,2,0.7552545539467539,0.17465364636319747,0.9162158497741507
Bladder cancer,19269,39,99,1,0.20037365716954694,0.18216038224567066,0.9188693312520188
Fatty acid degradation,19269,39,99,1,0.20037365716954694,0.18216038224567066,0.9188693312520188
Nucleotide excision repair,19269,40,99,1,0.20551144325081738,0.1863707890141406,0.9188693312520188
Type I diabetes mellitus,19269,41,99,1,0.2106492293320878,0.19055973757556346,0.9188693312520188
Hepatocellular carcinoma,19269,158,99,2,0.8117702008407286,0.19497833238218257,0.9188693312520188
Viral carcinogenesis,19269,158,99,2,0.8117702008407286,0.19497833238218257,0.9188693312520188
Cytosolic DNA-sensing pathway,19269,43,99,1,0.2209248014946287,0.19887369253991175,0.9188693312520188
Pyruvate metabolism,19269,44,99,1,0.2260625875758991,0.202998913825595,0.9188693312520188
Type II diabetes mellitus,19269,44,99,1,0.2260625875758991,0.202998913825595,0.9188693312520188
Amino sugar and nucleotide sugar metabolism,19269,45,99,1,0.23120037365716953,0.20710310667507578,0.9188693312520188
Proteasome,19269,45,99,1,0.23120037365716953,0.20710310667507578,0.9188693312520188
Human papillomavirus infection,19269,307,99,3,1.5773003269500234,0.20961706619186676,0.9188693312520188
Cocaine addiction,19269,47,99,1,0.24147594581971044,0.21524883095466393,0.9308057554796277
Alzheimer disease,19269,317,99,3,1.6286781877627277,0.22300421725734326,0.9514846602979979
Chemokine signaling pathway,19269,175,99,2,0.899112564222326,0.22691627320965077,0.9554369398301086
Pathogenic Escherichia coli infection,19269,179,99,2,0.9196637085474078,0.2344935129691334,0.9651384893220329
Hedgehog signaling pathway,19269,52,99,1,0.26716487622606255,0.23525250677224552,0.9651384893220329
Retinol metabolism,19269,55,99,1,0.2825782344698739,0.2470115539977892,0.9915374459258929
Pathways in cancer,19269,493,99,4,2.5329285380663245,0.24788436148147322,0.9915374459258929
Lipid and atherosclerosis,19269,188,99,2,0.9659037832788417,0.2515930328467246,0.9939477840858255
Focal adhesion,19269,190,99,2,0.9761793554413826,0.25539931461594995,0.9966802521598047
Metabolism of xenobiotics by cytochrome P450,19269,59,99,1,0.3031293787949556,0.2624122863829572,1.0
Glycolysis / Gluconeogenesis,19269,60,99,1,0.3082671648762261,0.26621349323605903,1.0
Basal cell carcinoma,19269,63,99,1,0.32368052312003737,0.2775011476235606,1.0
Ribosome biogenesis in eukaryotes,19269,63,99,1,0.32368052312003737,0.2775011476235606,1.0
Parkinson disease,19269,204,99,2,1.0481083605791686,0.2820585354542052,1.0
Adipocytokine signaling pathway,19269,65,99,1,0.3339560952825782,0.28493058530550186,1.0
Central carbon metabolism in cancer,19269,65,99,1,0.3339560952825782,0.28493058530550186,1.0
Shigellosis,19269,206,99,2,1.0583839327417095,0.2858643871806374,1.0
Epithelial cell signaling in Helicobacter pylori infection,19269,67,99,1,0.3442316674451191,0.29228439008812235,1.0
Chemical carcinogenesis,19269,212,99,2,1.089210649229332,0.29726977410788086,1.0
Inositol phosphate metabolism,19269,69,99,1,0.35450723960765995,0.2995633241493327,1.0
Prolactin signaling pathway,19269,69,99,1,0.35450723960765995,0.2995633241493327,1.0
RNA degradation,19269,70,99,1,0.3596450256889304,0.3031749507591875,1.0
B cell receptor signaling pathway,19269,73,99,1,0.3750583839327417,0.3138995908825742,1.0
Gastric acid secretion,19269,75,99,1,0.3853339560952826,0.3209584101982423,1.0
Endocytosis,19269,228,99,2,1.1714152265296591,0.32753506322546155,1.0
Prion disease,19269,229,99,2,1.1765530126109296,0.3294168524032414,1.0
Salmonella infection,19269,229,99,2,1.1765530126109296,0.3294168524032414,1.0
Toll-like receptor signaling pathway,19269,78,99,1,0.4007473143390939,0.33141205857768996,1.0
Salivary secretion,19269,79,99,1,0.4058851004203643,0.33486108188032165,1.0
Bile secretion,19269,81,99,1,0.4161606725829052,0.3417063768312719,1.0
GABAergic synapse,19269,84,99,1,0.43157403082671647,0.3518437689962589,1.0
Rheumatoid arthritis,19269,84,99,1,0.43157403082671647,0.3518437689962589,1.0
Progesterone-mediated oocyte maturation,19269,85,99,1,0.4367118169079869,0.35518843758470653,1.0
Morphine addiction,19269,86,99,1,0.4418496029892574,0.3585160201889137,1.0
Fc gamma R-mediated phagocytosis,19269,87,99,1,0.44698738907052776,0.3618266032051939,1.0
NF-kappa B signaling pathway,19269,87,99,1,0.44698738907052776,0.3618266032051939,1.0
PD-L1 expression and PD-1 checkpoint pathway in cancer,19269,87,99,1,0.44698738907052776,0.3618266032051939,1.0
Phosphatidylinositol signaling system,19269,87,99,1,0.44698738907052776,0.3618266032051939,1.0
Herpes simplex virus 1 infection,19269,418,99,3,2.1475945819710414,0.3637192328498252,1.0
Pathways of neurodegeneration,19269,418,99,3,2.1475945819710414,0.3637192328498252,1.0
Protein digestion and absorption,19269,88,99,1,0.4521251751517982,0.3651202725974721,1.0
Th1 and Th2 cell differentiation,19269,88,99,1,0.4521251751517982,0.3651202725974721,1.0
Drug metabolism,19269,89,99,1,0.4572629612330687,0.36839711389943014,1.0
Pancreatic secretion,19269,89,99,1,0.4572629612330687,0.36839711389943014,1.0
Choline metabolism in cancer,19269,91,99,1,0.4675385333956096,0.37490065222865404,1.0
Circadian entrainment,19269,94,99,1,0.48295189163942087,0.3845318628836863,1.0
Huntington disease,19269,260,99,2,1.3358243811303128,0.3869083517985267,1.0
Chagas disease,19269,95,99,1,0.4880896777206913,0.3877095080244692,1.0
Natural killer cell mediated cytotoxicity,19269,98,99,1,0.5035030359645025,0.3971453243632567,1.0
T cell receptor signaling pathway,19269,98,99,1,0.5035030359645025,0.3971453243632567,1.0
Alcoholism,19269,101,99,1,0.5189163942083138,0.40643717467799684,1.0
C-type lectin receptor signaling pathway,19269,102,99,1,0.5240541802895843,0.40950284244233665,1.0
HIF-1 signaling pathway,19269,102,99,1,0.5240541802895843,0.40950284244233665,1.0
Insulin resistance,19269,102,99,1,0.5240541802895843,0.40950284244233665,1.0
Th17 cell differentiation,19269,102,99,1,0.5240541802895843,0.40950284244233665,1.0
"Parathyroid hormone synthesis, secretion and action",19269,104,99,1,0.5343297524521251,0.41558723344108356,1.0
Toxoplasmosis,19269,104,99,1,0.5343297524521251,0.41558723344108356,1.0
TNF signaling pathway,19269,106,99,1,0.544605324614666,0.4216095586147936,1.0
Purine metabolism,19269,107,99,1,0.5497431106959365,0.42459764261506117,1.0
Serotonergic synapse,19269,107,99,1,0.5497431106959365,0.42459764261506117,1.0
MicroRNAs in cancer,19269,281,99,2,1.443717888836992,0.4246533329805216,1.0
Glutamatergic synapse,19269,111,99,1,0.5702942550210183,0.43639793106466235,1.0
Necroptosis,19269,111,99,1,0.5702942550210183,0.43639793106466235,1.0
Sphingolipid signaling pathway,19269,112,99,1,0.5754320411022886,0.4393103752041654,1.0
Oocyte meiosis,19269,113,99,1,0.5805698271835591,0.44220792037589385,1.0
AMPK signaling pathway,19269,116,99,1,0.5959831854273704,0.4508119146329628,1.0
Thyroid hormone signaling pathway,19269,117,99,1,0.6011209715086409,0.4536506145990946,1.0
Amyotrophic lateral sclerosis,19269,307,99,2,1.5773003269500234,0.4696903894415108,1.0
Ribosome,19269,124,99,1,0.6370854740775338,0.4731188943481682,1.0
Dopaminergic synapse,19269,128,99,1,0.6576366184026157,0.483933635149541,1.0
Fluid shear stress and atherosclerosis,19269,128,99,1,0.6576366184026157,0.483933635149541,1.0
Spinocerebellar ataxia,19269,131,99,1,0.673049976646427,0.491900212620742,1.0
Retrograde endocannabinoid signaling,19269,133,99,1,0.6833255488089678,0.49714350677350794,1.0
Phospholipase D signaling pathway,19269,140,99,1,0.7192900513778608,0.5150767395757795,1.0
NOD-like receptor signaling pathway,19269,146,99,1,0.7501167678654834,0.5299431658398136,1.0
Cellular senescence,19269,149,99,1,0.7655301261092947,0.5372062838748597,1.0
Oxytocin signaling pathway,19269,149,99,1,0.7655301261092947,0.5372062838748597,1.0
Cushing syndrome,19269,150,99,1,0.7706679121905652,0.5396025484091898,1.0
Hippo signaling pathway,19269,153,99,1,0.7860812704343764,0.546717894469281,1.0
Tight junction,19269,155,99,1,0.7963568425969174,0.5514008715174348,1.0
Tuberculosis,19269,155,99,1,0.7963568425969174,0.5514008715174348,1.0
Wnt signaling pathway,19269,156,99,1,0.8014946286781878,0.5537243681021264,1.0
Protein processing in endoplasmic reticulum,19269,158,99,1,0.8117702008407286,0.5583356812460666,1.0
Transcriptional misregulation in cancer,19269,159,99,1,0.816907986921999,0.5606236184318042,1.0
Axon guidance,19269,174,99,1,0.8939747781410555,0.593567529444076,1.0
Coronavirus disease,19269,196,99,1,1.007006071929005,0.6375100619964986,1.0
Proteoglycans in cancer,19269,197,99,1,1.0121438580102755,0.6393915963048062,1.0
Regulation of actin cytoskeleton,19269,204,99,1,1.0481083605791686,0.6522943656502287,1.0
Cytokine-cytokine receptor interaction,19269,241,99,1,1.2382064455861748,0.7132700298818355,1.0
MAPK signaling pathway,19269,278,99,1,1.4283045305931807,0.7636416006926708,1.0
Olfactory transduction,19269,282,99,1,1.4488556749182624,0.7685321202378771,1.0
ABC transporters,19269,43,99,0,0.2209248014946287,1.0,1.0
Adherens junction,19269,64,99,0,0.32881830920130783,1.0,1.0
Adrenergic signaling in cardiomyocytes,19269,144,99,0,0.7398411957029425,1.0,1.0
African trypanosomiasis,19269,36,99,0,0.18496029892573562,1.0,1.0
"Alanine, aspartate and glutamate metabolism",19269,34,99,0,0.17468472676319477,1.0,1.0
Aldosterone synthesis and secretion,19269,94,99,0,0.48295189163942087,1.0,1.0
Aldosterone-regulated sodium reabsorption,19269,36,99,0,0.18496029892573562,1.0,1.0
Aminoacyl-tRNA biosynthesis,19269,24,99,0,0.12330686595049042,1.0,1.0
Amoebiasis,19269,95,99,0,0.4880896777206913,1.0,1.0
Amphetamine addiction,19269,66,99,0,0.33909388136384866,1.0,1.0
Antigen processing and presentation,19269,59,99,0,0.3031293787949556,1.0,1.0
Arachidonic acid metabolism,19269,58,99,0,0.2979915927136852,1.0,1.0
Arginine and proline metabolism,19269,38,99,0,0.1952358710882765,1.0,1.0
Arginine biosynthesis,19269,19,99,0,0.09761793554413825,1.0,1.0
Arrhythmogenic right ventricular cardiomyopathy,19269,74,99,0,0.3801961700140121,1.0,1.0
Ascorbate and aldarate metabolism,19269,24,99,0,0.12330686595049042,1.0,1.0
Asthma,19269,27,99,0,0.13872022419430174,1.0,1.0
Autophagy,19269,121,99,0,0.6216721158337225,1.0,1.0
Bacterial invasion of epithelial cells,19269,68,99,0,0.34936945352638954,1.0,1.0
Basal transcription factors,19269,39,99,0,0.20037365716954694,1.0,1.0
Base excision repair,19269,32,99,0,0.16440915460065392,1.0,1.0
Butanoate metabolism,19269,24,99,0,0.12330686595049042,1.0,1.0
Caffeine metabolism,19269,5,99,0,0.025688930406352173,1.0,1.0
Calcium signaling pathway,19269,226,99,0,1.1611396543671182,1.0,1.0
Carbohydrate digestion and absorption,19269,39,99,0,0.20037365716954694,1.0,1.0
Cardiac muscle contraction,19269,76,99,0,0.390471742176553,1.0,1.0
Cell adhesion molecules,19269,131,99,0,0.673049976646427,1.0,1.0
Cholesterol metabolism,19269,49,99,0,0.25175151798225126,1.0,1.0
Circadian rhythm,19269,30,99,0,0.15413358243811304,1.0,1.0
Citrate cycle (TCA cycle),19269,28,99,0,0.14385801027557216,1.0,1.0
Collecting duct acid secretion,19269,27,99,0,0.13872022419430174,1.0,1.0
Complement and coagulation cascades,19269,76,99,0,0.390471742176553,1.0,1.0
Cortisol synthesis and secretion,19269,61,99,0,0.31340495095749654,1.0,1.0
Cysteine and methionine metabolism,19269,46,99,0,0.23633815973844,1.0,1.0
D-Glutamine and D-glutamate metabolism,19269,3,99,0,0.015413358243811303,1.0,1.0
DNA replication,19269,34,99,0,0.17468472676319477,1.0,1.0
Diabetic cardiomyopathy,19269,161,99,0,0.82718355908454,1.0,1.0
Dilated cardiomyopathy,19269,92,99,0,0.47267631947688,1.0,1.0
ECM-receptor interaction,19269,85,99,0,0.4367118169079869,1.0,1.0
Endocrine and other factor-regulated calcium reabsorption,19269,50,99,0,0.25688930406352173,1.0,1.0
ErbB signaling pathway,19269,79,99,0,0.4058851004203643,1.0,1.0
Estrogen signaling pathway,19269,133,99,0,0.6833255488089678,1.0,1.0
Ether lipid metabolism,19269,41,99,0,0.2106492293320878,1.0,1.0
Fanconi anemia pathway,19269,42,99,0,0.21578701541335824,1.0,1.0
Fat digestion and absorption,19269,39,99,0,0.20037365716954694,1.0,1.0
Fatty acid biosynthesis,19269,16,99,0,0.08220457730032696,1.0,1.0
Fc epsilon RI signaling pathway,19269,66,99,0,0.33909388136384866,1.0,1.0
Ferroptosis,19269,38,99,0,0.1952358710882765,1.0,1.0
Folate biosynthesis,19269,24,99,0,0.12330686595049042,1.0,1.0
Galactose metabolism,19269,27,99,0,0.13872022419430174,1.0,1.0
Gap junction,19269,80,99,0,0.41102288650163477,1.0,1.0
Glucagon signaling pathway,19269,95,99,0,0.4880896777206913,1.0,1.0
Glutathione metabolism,19269,46,99,0,0.23633815973844,1.0,1.0
Glycerolipid metabolism,19269,50,99,0,0.25688930406352173,1.0,1.0
Glycerophospholipid metabolism,19269,82,99,0,0.4212984586641756,1.0,1.0
"Glycine, serine and threonine metabolism",19269,35,99,0,0.1798225128444652,1.0,1.0
Glycosaminoglycan biosynthesis,19269,51,99,0,0.26202709014479214,1.0,1.0
Glycosaminoglycan degradation,19269,18,99,0,0.09248014946286781,1.0,1.0
Glycosphingolipid biosynthesis,19269,43,99,0,0.2209248014946287,1.0,1.0
Glyoxylate and dicarboxylate metabolism,19269,28,99,0,0.14385801027557216,1.0,1.0
GnRH secretion,19269,61,99,0,0.31340495095749654,1.0,1.0
GnRH signaling pathway,19269,91,99,0,0.4675385333956096,1.0,1.0
"Growth hormone synthesis, secretion and action",19269,114,99,0,0.5857076132648296,1.0,1.0
Hematopoietic cell lineage,19269,88,99,0,0.4521251751517982,1.0,1.0
Histidine metabolism,19269,17,99,0,0.08734236338159738,1.0,1.0
Homologous recombination,19269,32,99,0,0.16440915460065392,1.0,1.0
Hypertrophic cardiomyopathy,19269,87,99,0,0.44698738907052776,1.0,1.0
Inflammatory bowel disease,19269,61,99,0,0.31340495095749654,1.0,1.0
Inflammatory mediator regulation of TRP channels,19269,92,99,0,0.47267631947688,1.0,1.0
Insulin secretion,19269,83,99,0,0.42643624474544606,1.0,1.0
Intestinal immune network for IgA production,19269,44,99,0,0.2260625875758991,1.0,1.0
Legionellosis,19269,56,99,0,0.2877160205511443,1.0,1.0
Leishmaniasis,19269,64,99,0,0.32881830920130783,1.0,1.0
Leukocyte transendothelial migration,19269,104,99,0,0.5343297524521251,1.0,1.0
Linoleic acid metabolism,19269,27,99,0,0.13872022419430174,1.0,1.0
Long-term depression,19269,55,99,0,0.2825782344698739,1.0,1.0
Long-term potentiation,19269,64,99,0,0.32881830920130783,1.0,1.0
Lysine degradation,19269,46,99,0,0.23633815973844,1.0,1.0
Malaria,19269,44,99,0,0.2260625875758991,1.0,1.0
Mannose type O-glycan biosynthesis,19269,16,99,0,0.08220457730032696,1.0,1.0
Melanogenesis,19269,101,99,0,0.5189163942083138,1.0,1.0
Mineral absorption,19269,54,99,0,0.2774404483886035,1.0,1.0
Mismatch repair,19269,22,99,0,0.11303129378794954,1.0,1.0
Mitophagy,19269,62,99,0,0.3185427370387669,1.0,1.0
N-Glycan biosynthesis,19269,48,99,0,0.24661373190098085,1.0,1.0
"Neomycin, kanamycin and gentamicin biosynthesis",19269,5,99,0,0.025688930406352173,1.0,1.0
Neuroactive ligand-receptor interaction,19269,312,99,0,1.6029892573563755,1.0,1.0
Neutrophil extracellular trap formation,19269,95,99,0,0.4880896777206913,1.0,1.0
Nicotine addiction,19269,36,99,0,0.18496029892573562,1.0,1.0
Nitrogen metabolism,19269,15,99,0,0.07706679121905652,1.0,1.0
Non-homologous end-joining,19269,12,99,0,0.06165343297524521,1.0,1.0
Notch signaling pathway,19269,57,99,0,0.2928538066324148,1.0,1.0
One carbon pool by folate,19269,18,99,0,0.09248014946286781,1.0,1.0
Ovarian steroidogenesis,19269,46,99,0,0.23633815973844,1.0,1.0
Oxidative phosphorylation,19269,98,99,0,0.5035030359645025,1.0,1.0
PPAR signaling pathway,19269,72,99,0,0.36992059785147124,1.0,1.0
Pantothenate and CoA biosynthesis,19269,20,99,0,0.10275572162540869,1.0,1.0
Pentose and glucuronate interconversions,19269,27,99,0,0.13872022419430174,1.0,1.0
Pentose phosphate pathway,19269,23,99,0,0.11816907986922,1.0,1.0
Peroxisome,19269,78,99,0,0.4007473143390939,1.0,1.0
Pertussis,19269,71,99,0,0.36478281177020083,1.0,1.0
Phagosome,19269,131,99,0,0.673049976646427,1.0,1.0
Phenylalanine metabolism,19269,15,99,0,0.07706679121905652,1.0,1.0
"Phenylalanine, tyrosine and tryptophan biosynthesis",19269,6,99,0,0.030826716487622606,1.0,1.0
Phosphonate and phosphinate metabolism,19269,4,99,0,0.02055114432508174,1.0,1.0
Phototransduction,19269,27,99,0,0.13872022419430174,1.0,1.0
Platelet activation,19269,120,99,0,0.6165343297524521,1.0,1.0
Porphyrin and chlorophyll metabolism,19269,34,99,0,0.17468472676319477,1.0,1.0
Primary bile acid biosynthesis,19269,17,99,0,0.08734236338159738,1.0,1.0
Primary immunodeficiency,19269,32,99,0,0.16440915460065392,1.0,1.0
Propanoate metabolism,19269,33,99,0,0.16954694068192433,1.0,1.0
Protein export,19269,22,99,0,0.11303129378794954,1.0,1.0
Proximal tubule bicarbonate reclamation,19269,21,99,0,0.10789350770667912,1.0,1.0
Pyrimidine metabolism,19269,49,99,0,0.25175151798225126,1.0,1.0
RNA polymerase,19269,27,99,0,0.13872022419430174,1.0,1.0
Rap1 signaling pathway,19269,205,99,0,1.053246146660439,1.0,1.0
Regulation of lipolysis in adipocytes,19269,53,99,0,0.272302662307333,1.0,1.0
Renal cell carcinoma,19269,62,99,0,0.3185427370387669,1.0,1.0
Renin secretion,19269,66,99,0,0.33909388136384866,1.0,1.0
Renin-angiotensin system,19269,20,99,0,0.10275572162540869,1.0,1.0
SNARE interactions in vesicular transport,19269,32,99,0,0.16440915460065392,1.0,1.0
Selenocompound metabolism,19269,13,99,0,0.06679121905651564,1.0,1.0
Sphingolipid metabolism,19269,39,99,0,0.20037365716954694,1.0,1.0
Spliceosome,19269,111,99,0,0.5702942550210183,1.0,1.0
Staphylococcus aureus infection,19269,74,99,0,0.3801961700140121,1.0,1.0
Starch and sucrose metabolism,19269,27,99,0,0.13872022419430174,1.0,1.0
Steroid biosynthesis,19269,15,99,0,0.07706679121905652,1.0,1.0
Steroid hormone biosynthesis,19269,50,99,0,0.25688930406352173,1.0,1.0
Sulfur metabolism,19269,8,99,0,0.04110228865016348,1.0,1.0
Sulfur relay system,19269,8,99,0,0.04110228865016348,1.0,1.0
Synaptic vesicle cycle,19269,78,99,0,0.4007473143390939,1.0,1.0
Synthesis and degradation of ketone bodies,19269,9,99,0,0.046240074731433906,1.0,1.0
Systemic lupus erythematosus,19269,45,99,0,0.23120037365716953,1.0,1.0
TGF-beta signaling pathway,19269,92,99,0,0.47267631947688,1.0,1.0
Taste transduction,19269,77,99,0,0.3956095282578235,1.0,1.0
Taurine and hypotaurine metabolism,19269,11,99,0,0.05651564689397477,1.0,1.0
Terpenoid backbone biosynthesis,19269,22,99,0,0.11303129378794954,1.0,1.0
Thermogenesis,19269,183,99,0,0.9402148528724895,1.0,1.0
Thiamine metabolism,19269,11,99,0,0.05651564689397477,1.0,1.0
Thyroid hormone synthesis,19269,73,99,0,0.3750583839327417,1.0,1.0
Tryptophan metabolism,19269,36,99,0,0.18496029892573562,1.0,1.0
Ubiquinone and other terpenoid-quinone biosynthesis,19269,11,99,0,0.05651564689397477,1.0,1.0
VEGF signaling pathway,19269,59,99,0,0.3031293787949556,1.0,1.0
"Valine, leucine and isoleucine degradation",19269,45,99,0,0.23120037365716953,1.0,1.0
Various types of N-glycan biosynthesis,19269,36,99,0,0.18496029892573562,1.0,1.0
Vascular smooth muscle contraction,19269,127,99,0,0.6524988323213451,1.0,1.0
Vasopressin-regulated water reabsorption,19269,43,99,0,0.2209248014946287,1.0,1.0
Vibrio cholerae infection,19269,48,99,0,0.24661373190098085,1.0,1.0
Viral protein interaction with cytokine and cytokine receptor,19269,83,99,0,0.42643624474544606,1.0,1.0
Vitamin B6 metabolism,19269,6,99,0,0.030826716487622606,1.0,1.0
Vitamin digestion and absorption,19269,21,99,0,0.10789350770667912,1.0,1.0
alpha-Linolenic acid metabolism,19269,23,99,0,0.11816907986922,1.0,1.0
beta-Alanine metabolism,19269,29,99,0,0.1489957963568426,1.0,1.0
cAMP signaling pathway,19269,206,99,0,1.0583839327417095,1.0,1.0
cGMP-PKG signaling pathway,19269,157,99,0,0.8066324147594582,1.0,1.0
mRNA surveillance pathway,19269,81,99,0,0.4161606725829052,1.0,1.0
